datacenter,canceled_job,hours_before_execution,request_month,request_week,request_day,peak_gpu_hours,offpeak_gpu_hours,num_primary_processes,num_auxiliary_processes,num_background_processes,service_tier,client_type,request_channel,returning_client,previous_job_cancellations,successful_previous_jobs,reserved_gpu_type,assigned_gpu_type,resource_modifications,reservation_commitment,queue_wait_time,workload_profile,estimated_cost_per_hour,reserved_storage_units,special_resource_requests,total_gpu_hours,total_processes,high_value_client
GPU_Cluster_AA,0,132,5,23,29,25572.7,66053.6,1,2.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T4,1,no_commitment,0,long_term_contract,71.83,0,1,91626.3,3.0,0
GPU_Cluster_AA,0,0,1,2,13,0.0,20690.3,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T7,GPU_T7,0,no_commitment,0,single_experiment,84.0,0,0,20690.3,2.0,0
GPU_Cluster_BB,0,5,9,39,22,0.0,11868.8,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,65.0,0,0,11868.8,1.0,1
GPU_Cluster_AA,0,121,5,21,19,63255.3,117235.9,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,long_term_contract,90.9,0,0,180491.2,2.0,0
GPU_Cluster_BB,0,67,3,12,17,0.0,24717.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,108.3,1,0,24717.4,2.0,0
GPU_Cluster_BB,0,117,2,10,29,18233.6,8000.6,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,multi_run_experiment,76.0,0,0,26234.2,1.0,0
GPU_Cluster_BB,0,429,9,39,23,0.0,36346.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T2,0,no_commitment,330,multi_run_experiment,65.0,0,0,36346.0,2.0,0
GPU_Cluster_BB,1,299,8,33,12,0.0,33965.2,2,0.0,0,standard,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,multi_run_experiment,62.0,0,0,33965.2,2.0,0
GPU_Cluster_AA,0,231,6,24,9,0.0,32093.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,1,no_commitment,0,single_experiment,113.1,1,1,32093.9,2.0,0
GPU_Cluster_AA,0,191,12,52,23,38704.8,46944.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T3,0,no_commitment,0,multi_run_experiment,39.8,0,2,85648.8,2.0,0
GPU_Cluster_AA,0,3,9,40,27,0.0,45161.0,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,133.0,1,2,45161.0,2.0,0
GPU_Cluster_BB,1,233,10,42,14,15205.3,67745.2,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,90.0,0,0,82950.5,2.0,0
GPU_Cluster_BB,0,0,1,1,4,0.0,24370.5,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,88.0,0,1,24370.5,2.0,0
GPU_Cluster_BB,0,39,6,25,18,15610.1,26959.2,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,115.5,0,0,42569.3,2.0,0
GPU_Cluster_BB,1,0,7,29,17,9926.8,0.0,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,140.0,0,2,9926.8,2.0,1
GPU_Cluster_BB,1,104,12,49,3,0.0,43358.7,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,75.0,0,0,43358.7,2.0,0
GPU_Cluster_AA,0,152,7,28,11,0.0,32871.7,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,165.0,0,0,32871.7,2.0,1
GPU_Cluster_BB,1,5,9,37,8,23950.2,39395.9,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,141.5,0,2,63346.1,2.0,1
GPU_Cluster_BB,1,251,3,13,22,0.0,36478.4,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,93,single_experiment,125.0,0,0,36478.4,2.0,0
GPU_Cluster_BB,1,69,6,25,12,27106.6,65013.0,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,120.0,0,0,92119.6,1.0,0
GPU_Cluster_BB,0,241,6,23,9,0.0,35902.3,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,89.1,0,1,35902.3,2.0,0
GPU_Cluster_BB,0,3,3,11,7,16976.3,12442.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,103.0,0,0,29418.8,2.0,0
GPU_Cluster_BB,0,11,9,39,22,0.0,19643.1,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,multi_run_experiment,98.0,0,0,19643.1,2.0,0
GPU_Cluster_AA,0,3,5,22,26,0.0,29948.0,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T8,GPU_T8,0,no_commitment,0,single_experiment,150.0,1,0,29948.0,3.0,1
GPU_Cluster_AA,0,23,12,49,5,20023.1,12611.5,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,32.0,1,0,32634.6,2.0,0
GPU_Cluster_BB,1,270,4,17,20,0.0,43063.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,187,multi_run_experiment,62.8,0,0,43063.0,2.0,0
GPU_Cluster_BB,1,12,7,29,18,25771.3,21325.8,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,62.0,0,0,47097.1,2.0,0
GPU_Cluster_BB,0,0,2,5,4,0.0,15099.5,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T4,1,no_commitment,0,single_experiment,101.0,0,0,15099.5,2.0,0
GPU_Cluster_BB,0,58,3,14,31,0.0,34935.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,90.9,0,1,34935.4,2.0,0
GPU_Cluster_BB,1,137,8,35,24,0.0,45839.5,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,130.95,0,0,45839.5,3.0,0
GPU_Cluster_AA,0,69,11,45,5,30729.4,21076.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T3,0,no_commitment,0,single_experiment,37.8,0,1,51805.6,2.0,0
GPU_Cluster_BB,0,45,6,25,19,27476.2,45699.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,150.0,0,0,73175.2,2.0,1
GPU_Cluster_BB,0,19,3,12,21,0.0,18782.3,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,95.0,0,0,18782.3,1.0,0
GPU_Cluster_BB,0,0,4,16,17,11273.0,51292.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,117.0,0,2,62565.7,2.0,0
GPU_Cluster_BB,1,158,5,22,24,0.0,35996.3,1,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,31,single_experiment,130.0,0,0,35996.3,1.0,0
GPU_Cluster_BB,0,242,7,31,29,0.0,37057.3,0,2.0,0,standard,internal_research,api_direct,0,0,0,GPU_T2,GPU_T2,0,no_commitment,0,multi_run_experiment,6.0,0,1,37057.3,2.0,0
GPU_Cluster_BB,1,146,7,28,4,16628.8,59757.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,116.45,0,0,76386.3,2.0,0
GPU_Cluster_AA,0,287,10,42,15,19285.5,41434.8,2,0.0,0,standard,research_consortium,enterprise_portal,0,0,0,GPU_T1,GPU_T4,1,no_commitment,0,multi_run_experiment,44.5,0,0,60720.3,2.0,0
GPU_Cluster_BB,1,25,10,43,19,0.0,56675.2,1,0.0,0,standard,cloud_marketplace,scheduler_gateway,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,133.0,0,0,56675.2,1.0,0
GPU_Cluster_BB,1,100,10,44,31,14553.9,16215.8,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,62.0,0,0,30769.7,2.0,0
GPU_Cluster_BB,0,8,8,33,11,0.0,27335.2,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,139.0,0,2,27335.2,2.0,1
GPU_Cluster_BB,1,250,9,40,26,13478.2,63468.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,95.0,0,0,76946.2,2.0,0
GPU_Cluster_BB,0,24,6,23,8,0.0,12597.8,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,98.8,0,1,12597.8,1.0,0
GPU_Cluster_BB,1,37,10,42,13,0.0,31956.7,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,105.0,0,0,31956.7,2.0,0
GPU_Cluster_BB,1,109,2,9,21,19557.3,14713.4,2,0.0,0,standard,managed_account,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,44,single_experiment,75.0,0,0,34270.7,2.0,0
GPU_Cluster_AA,1,40,2,7,12,17247.3,45233.5,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,48.0,0,0,62480.8,2.0,0
GPU_Cluster_BB,1,105,11,46,12,27322.2,75696.1,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,102.83,0,3,103018.3,3.0,0
GPU_Cluster_BB,0,0,3,11,8,0.0,6096.8,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T2,GPU_T2,0,no_commitment,0,single_experiment,83.03,0,0,6096.8,4.0,0
GPU_Cluster_BB,0,37,12,51,14,33914.3,67560.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,88.39,0,1,101474.6,2.0,0
GPU_Cluster_AA,1,116,6,27,26,60419.4,105567.9,2,1.0,0,standard,internal_research,api_direct,0,0,0,GPU_T3,GPU_T3,1,no_commitment,0,single_experiment,145.88,0,0,165987.3,3.0,1
GPU_Cluster_BB,1,76,8,33,13,0.0,12773.6,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,207.9,0,0,12773.6,4.0,1
GPU_Cluster_BB,0,141,10,41,6,12149.6,41605.9,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,80.75,0,0,53755.5,2.0,0
GPU_Cluster_AA,1,183,12,49,3,28496.3,18040.1,2,0.0,0,enterprise,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,72.0,0,0,46536.4,2.0,0
GPU_Cluster_AA,0,13,12,53,31,39294.9,33580.8,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,0,no_commitment,0,single_experiment,61.6,0,1,72875.7,1.0,0
GPU_Cluster_BB,0,1,12,53,30,0.0,32623.7,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T4,1,no_commitment,0,single_experiment,120.0,0,0,32623.7,2.0,0
GPU_Cluster_BB,0,13,1,1,3,0.0,49165.8,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,57.6,0,1,49165.8,2.0,0
GPU_Cluster_BB,0,7,8,34,19,15039.9,25841.7,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,145.0,0,2,40881.6,2.0,1
GPU_Cluster_BB,0,3,8,34,21,17592.2,32823.4,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,75.0,0,1,50415.6,1.0,0
GPU_Cluster_BB,1,136,5,19,7,41095.5,52515.2,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,170.36,0,0,93610.7,4.0,1
GPU_Cluster_AA,0,68,8,34,19,38269.3,151951.4,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,107.0,0,0,190220.7,1.0,0
GPU_Cluster_BB,1,134,7,30,26,17379.9,112061.8,2,1.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,148.5,0,1,129441.7,3.0,1
GPU_Cluster_AA,0,270,5,21,24,30473.3,59220.3,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,7,no_commitment,0,multi_run_experiment,83.5,0,1,89693.6,2.0,0
GPU_Cluster_BB,1,73,3,12,16,11747.7,78572.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,79.05,0,1,90319.7,2.0,0
GPU_Cluster_BB,1,85,9,39,22,12965.5,30259.9,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,220.73,0,0,43225.4,4.0,1
GPU_Cluster_AA,0,104,5,18,3,0.0,16414.2,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,62.0,0,0,16414.2,2.0,0
GPU_Cluster_BB,0,8,12,51,14,0.0,11410.9,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,79.0,0,0,11410.9,1.0,1
GPU_Cluster_BB,0,6,3,10,2,0.0,22888.4,1,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,80.0,0,1,22888.4,1.0,0
GPU_Cluster_AA,0,10,3,13,22,0.0,48067.6,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,55.33,0,0,48067.6,1.0,0
GPU_Cluster_BB,0,14,2,5,2,0.0,51080.1,3,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,1,no_commitment,0,single_experiment,158.93,0,1,51080.1,3.0,1
GPU_Cluster_BB,1,194,8,31,3,0.0,65694.5,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,116.67,0,3,65694.5,2.0,0
GPU_Cluster_BB,1,82,2,6,2,0.0,61298.2,2,0.0,0,priority,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,21,single_experiment,96.0,0,0,61298.2,2.0,0
GPU_Cluster_BB,1,128,6,24,12,13113.4,33158.8,1,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,135.0,0,0,46272.2,1.0,0
GPU_Cluster_BB,0,189,3,13,25,25072.7,28675.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,60.0,0,1,53747.7,2.0,0
GPU_Cluster_AA,1,277,5,22,27,0.0,7503.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,46.98,0,1,7503.9,2.0,0
GPU_Cluster_BB,1,211,5,21,20,0.0,44297.3,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,111,single_experiment,100.0,0,0,44297.3,2.0,0
GPU_Cluster_AA,0,103,8,34,19,12942.6,35585.4,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T5,GPU_T5,0,no_commitment,0,single_experiment,189.42,0,1,48528.0,2.0,1
GPU_Cluster_AA,0,108,9,37,10,22664.8,28971.1,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,single_experiment,82.44,0,1,51635.9,2.0,0
GPU_Cluster_AA,0,140,5,18,2,25332.2,88750.9,2,0.0,0,standard,internal_research,api_direct,1,0,1,GPU_T4,GPU_T4,1,no_commitment,0,single_experiment,84.0,0,3,114083.1,2.0,0
GPU_Cluster_BB,0,278,12,53,28,6533.0,47908.5,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,71.23,0,1,54441.5,2.0,0
GPU_Cluster_BB,0,256,5,18,2,0.0,13996.9,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,110.0,0,1,13996.9,2.0,0
GPU_Cluster_BB,0,52,5,18,6,27512.8,15757.3,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,189.0,0,0,43270.1,3.0,1
GPU_Cluster_BB,1,82,3,13,25,12644.7,34711.7,2,2.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T6,GPU_T6,0,no_commitment,0,single_experiment,168.3,0,0,47356.4,4.0,1
GPU_Cluster_AA,0,193,5,20,15,39975.4,59698.7,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,long_term_contract,68.95,0,0,99674.1,2.0,0
GPU_Cluster_BB,1,134,2,8,25,0.0,13508.9,1,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,75.0,0,0,13508.9,1.0,0
GPU_Cluster_BB,0,68,4,14,5,0.0,26302.0,1,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,100.0,0,0,26302.0,1.0,0
GPU_Cluster_BB,0,189,7,31,30,39835.5,23497.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,90.95,0,1,63333.3,2.0,0
GPU_Cluster_AA,0,59,12,49,5,36855.3,23162.8,2,0.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T4,2,no_commitment,0,single_experiment,68.45,0,2,60018.1,2.0,0
GPU_Cluster_BB,0,0,1,4,21,0.0,33008.9,1,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,3,no_commitment,0,multi_run_experiment,71.0,0,0,33008.9,1.0,0
GPU_Cluster_BB,0,19,10,44,27,0.0,20390.4,1,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,team_project,95.0,0,1,20390.4,1.0,1
GPU_Cluster_BB,1,159,6,25,12,40002.3,33393.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T2,GPU_T2,0,no_commitment,0,multi_run_experiment,103.21,0,0,73395.5,2.0,0
GPU_Cluster_BB,0,69,3,11,18,22389.2,32128.3,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,77.0,0,0,54517.5,2.0,0
GPU_Cluster_BB,0,74,9,38,16,15259.7,39295.0,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,95.0,0,0,54554.7,2.0,0
GPU_Cluster_BB,1,105,4,15,6,0.0,11994.2,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,75.0,0,0,11994.2,2.0,0
GPU_Cluster_BB,1,145,8,35,29,31017.0,16573.1,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,94.5,0,0,47590.1,2.0,0
GPU_Cluster_BB,1,211,5,21,20,0.0,32517.9,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,111,single_experiment,100.0,0,0,32517.9,2.0,0
GPU_Cluster_BB,0,34,6,25,23,0.0,35364.4,1,0.0,0,standard,internal_research,api_direct,0,0,1,GPU_T1,GPU_T4,1,no_commitment,0,single_experiment,65.0,1,2,35364.4,1.0,0
GPU_Cluster_BB,0,396,6,26,25,28524.5,0.0,1,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,1,no_commitment,0,multi_run_experiment,95.5,0,1,28524.5,1.0,0
GPU_Cluster_BB,0,5,8,34,16,31203.8,14383.9,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,long_term_contract,105.0,0,2,45587.7,2.0,0
GPU_Cluster_BB,1,54,7,28,3,22376.7,19481.8,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,117.9,0,0,41858.5,2.0,0
GPU_Cluster_AA,1,198,7,30,27,25276.3,58065.0,2,2.0,0,priority,cloud_marketplace,broker_platform,0,0,0,GPU_T7,GPU_T7,0,no_commitment,0,single_experiment,292.0,0,0,83341.3,4.0,1
GPU_Cluster_BB,0,135,8,33,9,0.0,22707.1,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,103.5,0,1,22707.1,2.0,0
GPU_Cluster_BB,1,66,4,15,9,26135.8,0.0,2,0.0,0,standard,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,100.0,0,0,26135.8,2.0,0
GPU_Cluster_BB,0,310,10,44,26,0.0,30694.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,96.3,0,1,30694.2,2.0,0
GPU_Cluster_BB,1,18,6,25,20,44206.1,103685.6,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T7,GPU_T7,0,no_commitment,0,single_experiment,276.9,0,0,147891.7,2.0,1
GPU_Cluster_BB,1,50,10,43,24,6230.6,15387.5,2,0.0,0,standard,research_consortium,api_direct,0,0,0,GPU_T1,GPU_T1,0,locked_allocation,0,single_experiment,75.0,0,0,21618.1,2.0,0
GPU_Cluster_BB,0,78,9,39,18,18944.6,15423.4,3,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,177.3,1,1,34368.0,3.0,1
GPU_Cluster_BB,0,3,6,25,15,0.0,47606.4,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,132.0,0,1,47606.4,2.0,0
GPU_Cluster_BB,0,145,8,35,29,24933.1,12815.8,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,94.5,0,0,37748.9,2.0,0
GPU_Cluster_BB,1,297,8,33,10,14484.3,17161.3,2,0.0,0,standard,research_consortium,broker_platform,0,1,0,GPU_T1,GPU_T1,0,locked_allocation,0,long_term_contract,62.0,0,0,31645.6,2.0,0
GPU_Cluster_AA,0,159,9,39,23,43210.2,75524.0,2,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,77.93,0,0,118734.2,2.0,0
GPU_Cluster_BB,0,2,1,2,3,11196.1,0.0,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,79.6,0,0,11196.1,2.0,0
GPU_Cluster_AA,0,66,12,49,5,17591.5,7396.5,2,0.0,0,enterprise,research_consortium,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,64.0,0,0,24988.0,2.0,0
GPU_Cluster_BB,1,99,2,8,19,0.0,14650.0,2,0.0,0,standard,enterprise_client,enterprise_portal,0,1,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,80.0,0,0,14650.0,2.0,1
GPU_Cluster_AA,1,27,3,13,31,30871.7,17908.6,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,72.5,0,1,48780.3,2.0,0
GPU_Cluster_BB,0,0,9,36,5,0.0,16050.9,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,143.0,0,0,16050.9,2.0,1
GPU_Cluster_BB,1,80,3,13,25,24962.0,18274.5,3,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,106.2,0,1,43236.5,3.0,0
GPU_Cluster_AA,0,0,1,2,10,0.0,39586.1,2,0.0,0,standard,internal_research,api_direct,0,0,0,GPU_T5,GPU_T5,2,no_commitment,0,single_experiment,64.0,0,0,39586.1,2.0,0
GPU_Cluster_AA,0,2,12,51,14,16784.6,43771.6,2,0.0,0,standard,managed_account,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,30.0,0,1,60556.2,2.0,0
GPU_Cluster_AA,0,210,6,23,2,0.0,61757.2,3,0.0,0,priority,managed_account,broker_platform,0,0,0,GPU_T4,GPU_T4,0,no_commitment,0,single_experiment,129.44,0,1,61757.2,3.0,0
GPU_Cluster_BB,0,15,8,36,29,10104.6,32782.9,2,0.0,0,on_demand,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,118.0,0,1,42887.5,2.0,0
GPU_Cluster_BB,1,105,3,13,31,28906.1,20471.2,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,single_experiment,110.7,0,1,49377.3,2.0,0
GPU_Cluster_AA,0,32,4,17,19,0.0,10183.0,2,0.0,0,standard,enterprise_client,enterprise_portal,0,0,0,GPU_T1,GPU_T6,0,no_commitment,0,multi_run_experiment,59.0,0,1,10183.0,2.0,1
GPU_Cluster_AA,0,5,4,17,29,13436.5,12537.4,2,0.0,0,standard,cloud_marketplace,broker_platform,0,0,0,GPU_T1,GPU_T1,0,no_commitment,0,multi_run_experiment,113.0,1,1,25973.9,2.0,0
